comparison,left_filename,right_filename,differing_bytes,contiguous_ranges,differing_bank_count,differing_banks_with_counts,notes
EN_REV0_vs_REVA,"Pokemon - Crystal Version (USA, Europe).gbc","Pokemon - Crystal Version (USA, Europe) (Rev A).gbc",584,79,8,"00:4 10:9 11:2 3E:8 47:1 5C:546 7E:2 7F:12","Bank 5C contains 546/584 changed bytes; header/revision/checksum bytes account for 4 bytes in bank 00"
